UPC,WeekendDate,StoreID,NetSalesForWeek,Units_Sold,Unit_Price,UPC_Sub_Category,UPC_Brand
100000000000,2024/10/06,1,704.87,195,3.72,Dairy,BrandA
100000000000,2024/10/20,1,1339.43,346,3.76,Dairy,BrandA
100000000000,2024/10/27,1,1320.52,380,3.52,Dairy,BrandA
100000000000,2024/11/10,1,1665.59,474,3.59,Dairy,BrandA
100000000000,2024/11/17,1,1672.94,465,3.55,Dairy,BrandA
100000000000,2024/11/24,1,1541.93,435,3.6,Dairy,BrandA
100000000000,2024/12/08,1,1827.17,497,3.77,Dairy,BrandA
100000000000,2024/12/15,1,81.79,23,3.59,Dairy,BrandA
100000000000,2024/12/22,1,233.12,67,3.56,Dairy,BrandA
100000000000,2022/01/02,2,690.81,190,3.62,Dairy,BrandA
100000000000,2022/01/09,2,1467.06,380,3.79,Dairy,BrandA
100000000000,2022/01/16,2,1040.05,301,3.48,Dairy,BrandA
100000000000,2022/01/23,2,1109.16,320,3.48,Dairy,BrandA
100000000000,2022/01/30,2,1489.69,400,3.78,Dairy,BrandA
100000000000,2022/02/06,2,284.42,81,3.57,Dairy,BrandA
100000000000,2022/02/13,2,1740.9,451,3.81,Dairy,BrandA
100000000000,2022/02/20,2,674.41,184,3.74,Dairy,BrandA
100000000000,2022/03/06,2,1038.03,294,3.48,Dairy,BrandA
100000000000,2022/03/13,2,517.14,141,3.7,Dairy,BrandA
100000000000,2022/03/20,2,577.4,157,3.73,Dairy,BrandA
100000000000,2022/04/03,2,248.84,72,3.51,Dairy,BrandA
100000000000,2022/04/10,2,922.18,254,3.56,Dairy,BrandA
100000000000,2022/04/24,2,1213.43,344,3.51,Dairy,BrandA
100000000000,2022/05/01,2,99.19,28,3.54,Dairy,BrandA
100000000000,2022/05/08,2,613.65,169,3.53,Dairy,BrandA
100000000000,2022/05/15,2,603.1,168,3.66,Dairy,BrandA
100000000000,2022/05/22,2,1462.41,414,3.58,Dairy,BrandA
100000000000,2022/05/29,2,1475.83,394,3.66,Dairy,BrandA
100000000000,2022/06/05,2,1288.53,366,3.58,Dairy,BrandA
100000000000,2022/06/19,2,894.24,251,3.46,Dairy,BrandA
100000000000,2022/07/03,2,1082.39,320,3.46,Dairy,BrandA
100000000000,2022/07/10,2,985.44,269,3.76,Dairy,BrandA
100000000000,2022/07/17,2,601.67,168,3.53,Dairy,BrandA
100000000000,2022/07/24,2,794.95,227,3.53,Dairy,BrandA
100000000000,2022/07/31,2,180.06,51,3.59,Dairy,BrandA
100000000000,2022/08/07,2,227.76,63,3.62,Dairy,BrandA
100000000000,2022/08/14,2,952.9,259,3.59,Dairy,BrandA
100000000000,2022/08/21,2,1384.32,354,3.8,Dairy,BrandA
100000000000,2022/09/04,2,401.12,118,3.45,Dairy,BrandA
100000000000,2022/09/11,2,391.85,114,3.48,Dairy,BrandA
100000000000,2022/09/18,2,558.47,155,3.64,Dairy,BrandA
100000000000,2022/09/25,2,1531.67,408,3.69,Dairy,BrandA
100000000000,2022/10/02,2,598.55,170,3.62,Dairy,BrandA
100000000000,2022/10/09,2,1197.1,325,3.6,Dairy,BrandA
100000000000,2022/10/16,2,1536.11,401,3.8,Dairy,BrandA
100000000000,2022/10/23,2,1686.91,443,3.75,Dairy,BrandA
100000000000,2022/10/30,2,804.36,227,3.52,Dairy,BrandA
100000000000,2022/11/06,2,626.37,181,3.47,Dairy,BrandA
100000000000,2022/11/20,2,1332.06,373,3.54,Dairy,BrandA
100000000000,2022/11/27,2,898.1,234,3.75,Dairy,BrandA
100000000000,2022/12/04,2,1046.33,287,3.62,Dairy,BrandA
100000000000,2022/12/25,2,1543.0,448,3.53,Dairy,BrandA
100000000000,2023/01/08,2,1107.61,300,3.67,Dairy,BrandA
100000000000,2023/01/15,2,1107.81,317,3.59,Dairy,BrandA
100000000000,2023/01/22,2,165.76,45,3.58,Dairy,BrandA
100000000000,2023/01/29,2,188.26,54,3.46,Dairy,BrandA
100000000000,2023/02/05,2,808.78,221,3.61,Dairy,BrandA
100000000000,2023/02/12,2,709.42,207,3.47,Dairy,BrandA
100000000000,2023/02/19,2,1123.54,295,3.79,Dairy,BrandA
100000000000,2023/02/26,2,827.38,214,3.77,Dairy,BrandA
100000000000,2023/03/05,2,1118.02,327,3.5,Dairy,BrandA
100000000000,2023/03/12,2,353.46,94,3.68,Dairy,BrandA
100000000000,2023/03/19,2,1188.71,346,3.48,Dairy,BrandA
100000000000,2023/03/26,2,950.12,262,3.53,Dairy,BrandA
100000000000,2023/04/02,2,1795.18,486,3.62,Dairy,BrandA
100000000000,2023/04/16,2,1184.12,319,3.75,Dairy,BrandA
100000000000,2023/04/23,2,713.57,192,3.61,Dairy,BrandA
100000000000,2023/04/30,2,747.96,212,3.52,Dairy,BrandA
100000000000,2023/05/07,2,1396.68,371,3.67,Dairy,BrandA
100000000000,2023/05/14,2,222.09,66,3.46,Dairy,BrandA
100000000000,2023/05/21,2,129.32,35,3.61,Dairy,BrandA
100000000000,2023/05/28,2,1269.09,357,3.62,Dairy,BrandA
100000000000,2023/06/04,2,355.55,102,3.53,Dairy,BrandA
100000000000,2023/06/11,2,208.03,59,3.47,Dairy,BrandA
100000000000,2023/06/18,2,764.5,211,3.54,Dairy,BrandA
100000000000,2023/06/25,2,447.31,124,3.53,Dairy,BrandA
100000000000,2023/07/02,2,367.56,107,3.52,Dairy,BrandA
100000000000,2023/07/09,2,1592.24,420,3.78,Dairy,BrandA
100000000000,2023/07/16,2,1392.4,391,3.6,Dairy,BrandA
100000000000,2023/07/30,2,688.6,197,3.54,Dairy,BrandA
100000000000,2023/08/06,2,414.48,114,3.65,Dairy,BrandA
100000000000,2023/08/13,2,296.39,80,3.66,Dairy,BrandA
100000000000,2023/08/20,2,632.39,164,3.8,Dairy,BrandA
100000000000,2023/08/27,2,831.05,225,3.73,Dairy,BrandA
100000000000,2023/09/03,2,970.09,274,3.61,Dairy,BrandA
100000000000,2023/09/17,2,1404.27,410,3.49,Dairy,BrandA
100000000000,2023/09/24,2,407.18,110,3.7,Dairy,BrandA
100000000000,2023/10/01,2,1059.64,297,3.5,Dairy,BrandA
100000000000,2023/10/08,2,1628.79,455,3.64,Dairy,BrandA
100000000000,2023/10/15,2,825.48,229,3.65,Dairy,BrandA
100000000000,2023/10/22,2,85.91,25,3.54,Dairy,BrandA
100000000000,2023/10/29,2,351.67,104,3.45,Dairy,BrandA
100000000000,2023/11/05,2,1141.96,324,3.6,Dairy,BrandA
100000000000,2023/11/12,2,272.59,72,3.73,Dairy,BrandA
100000000000,2023/11/19,2,201.03,52,3.8,Dairy,BrandA
100000000000,2023/11/26,2,1580.31,428,3.66,Dairy,BrandA
100000000000,2023/12/03,2,235.99,65,3.61,Dairy,BrandA
100000000000,2023/12/10,2,470.53,129,3.6,Dairy,BrandA
100000000000,2023/12/17,2,62.7,17,3.68,Dairy,BrandA
100000000000,2023/12/31,2,230.71,66,3.58,Dairy,BrandA
100000000000,2024/01/07,2,1498.58,415,3.61,Dairy,BrandA
100000000000,2024/01/21,2,138.71,39,3.63,Dairy,BrandA
100000000000,2024/01/28,2,1245.85,339,3.77,Dairy,BrandA
100000000000,2024/02/04,2,108.7,30,3.56,Dairy,BrandA
100000000000,2024/02/11,2,1701.3,462,3.69,Dairy,BrandA
100000000000,2024/02/18,2,948.04,272,3.52,Dairy,BrandA
100000000000,2024/02/25,2,701.41,188,3.64,Dairy,BrandA
100000000000,2024/03/03,2,1224.09,326,3.65,Dairy,BrandA
100000000000,2024/03/10,2,751.14,215,3.51,Dairy,BrandA
100000000000,2024/03/17,2,916.5,243,3.7,Dairy,BrandA
100000000000,2024/03/24,2,876.83,248,3.62,Dairy,BrandA
100000000000,2024/03/31,2,1746.81,480,3.69,Dairy,BrandA
100000000000,2024/04/07,2,236.95,64,3.8,Dairy,BrandA
100000000000,2024/04/14,2,662.43,188,3.49,Dairy,BrandA
100000000000,2024/04/21,2,563.7,152,3.63,Dairy,BrandA
100000000000,2024/04/28,2,60.1,17,3.52,Dairy,BrandA
100000000000,2024/05/05,2,741.42,206,3.57,Dairy,BrandA
100000000000,2024/05/12,2,212.55,56,3.8,Dairy,BrandA
100000000000,2024/05/19,2,420.85,115,3.67,Dairy,BrandA
100000000000,2024/05/26,2,411.14,112,3.6,Dairy,BrandA
100000000000,2024/06/02,2,1073.54,296,3.61,Dairy,BrandA
100000000000,2024/06/16,2,1033.48,279,3.69,Dairy,BrandA
100000000000,2024/06/30,2,1834.25,495,3.74,Dairy,BrandA
100000000000,2024/07/07,2,1756.61,493,3.5,Dairy,BrandA
100000000000,2024/07/14,2,820.27,238,3.55,Dairy,BrandA
100000000000,2024/07/21,2,631.04,166,3.73,Dairy,BrandA
100000000000,2024/08/11,2,1852.75,494,3.66,Dairy,BrandA
100000000000,2024/08/18,2,555.72,160,3.57,Dairy,BrandA
100000000000,2024/09/01,2,106.87,30,3.56,Dairy,BrandA
100000000000,2024/09/08,2,1711.18,454,3.72,Dairy,BrandA
100000000000,2024/09/15,2,1036.99,280,3.68,Dairy,BrandA
100000000000,2024/09/22,2,658.93,180,3.66,Dairy,BrandA
100000000000,2024/10/13,2,1435.35,406,3.57,Dairy,BrandA
100000000000,2024/10/20,2,1722.44,490,3.45,Dairy,BrandA
100000000000,2024/10/27,2,1351.48,398,3.48,Dairy,BrandA
100000000000,2024/11/03,2,1286.88,345,3.67,Dairy,BrandA
100000000000,2024/11/10,2,1290.09,362,3.46,Dairy,BrandA
100000000000,2024/11/17,2,764.03,209,3.72,Dairy,BrandA
100000000000,2024/11/24,2,1111.71,317,3.56,Dairy,BrandA
100000000000,2024/12/01,2,1262.88,324,3.79,Dairy,BrandA
100000000000,2024/12/08,2,913.61,249,3.59,Dairy,BrandA
100000000000,2024/12/15,2,396.91,110,3.67,Dairy,BrandA
100000000000,2022/01/09,3,1427.22,370,3.75,Dairy,BrandA
100000000000,2022/01/16,3,981.44,255,3.8,Dairy,BrandA
100000000000,2022/01/23,3,1480.85,417,3.66,Dairy,BrandA
100000000000,2022/01/30,3,131.96,35,3.69,Dairy,BrandA
100000000000,2022/02/06,3,1097.03,283,3.78,Dairy,BrandA
100000000000,2022/02/13,3,647.97,169,3.74,Dairy,BrandA
100000000000,2022/02/20,3,425.77,115,3.73,Dairy,BrandA
100000000000,2022/02/27,3,1584.06,431,3.64,Dairy,BrandA
100000000000,2022/03/06,3,400.31,105,3.79,Dairy,BrandA
100000000000,2022/03/13,3,1665.7,455,3.67,Dairy,BrandA
100000000000,2022/03/20,3,538.59,149,3.7,Dairy,BrandA
100000000000,2022/03/27,3,1671.65,472,3.6,Dairy,BrandA
100000000000,2022/04/03,3,1729.49,462,3.74,Dairy,BrandA
100000000000,2022/04/10,3,1161.22,335,3.53,Dairy,BrandA
100000000000,2022/04/17,3,752.52,210,3.63,Dairy,BrandA
100000000000,2022/04/24,3,1239.05,354,3.49,Dairy,BrandA
100000000000,2022/05/01,3,69.98,19,3.61,Dairy,BrandA
100000000000,2022/05/08,3,1101.1,297,3.73,Dairy,BrandA
100000000000,2022/05/15,3,640.85,175,3.68,Dairy,BrandA
100000000000,2022/06/19,3,1354.86,380,3.58,Dairy,BrandA
100000000000,2022/06/26,3,1641.53,457,3.58,Dairy,BrandA
100000000000,2022/07/03,3,1205.89,326,3.8,Dairy,BrandA
100000000000,2022/07/17,3,321.1,92,3.52,Dairy,BrandA
100000000000,2022/07/24,3,1025.46,291,3.55,Dairy,BrandA
100000000000,2022/07/31,3,1828.03,499,3.64,Dairy,BrandA
100000000000,2022/08/07,3,498.61,133,3.74,Dairy,BrandA
100000000000,2022/08/14,3,853.84,237,3.53,Dairy,BrandA
100000000000,2022/08/21,3,458.72,121,3.77,Dairy,BrandA
100000000000,2022/08/28,3,1046.74,298,3.45,Dairy,BrandA
100000000000,2022/09/11,3,592.54,164,3.67,Dairy,BrandA
100000000000,2022/09/18,3,292.92,83,3.53,Dairy,BrandA
100000000000,2022/09/25,3,1379.47,387,3.66,Dairy,BrandA
100000000000,2022/10/02,3,198.81,54,3.72,Dairy,BrandA
100000000000,2022/10/09,3,1744.8,496,3.48,Dairy,BrandA
100000000000,2022/10/16,3,1526.28,437,3.45,Dairy,BrandA
100000000000,2022/10/30,3,1392.52,398,3.52,Dairy,BrandA
100000000000,2022/11/13,3,888.76,259,3.51,Dairy,BrandA
100000000000,2022/11/20,3,1454.68,403,3.58,Dairy,BrandA
100000000000,2022/11/27,3,303.96,82,3.69,Dairy,BrandA
100000000000,2022/12/04,3,1740.12,489,3.48,Dairy,BrandA
100000000000,2022/12/11,3,1125.29,293,3.76,Dairy,BrandA
100000000000,2022/12/18,3,1597.77,453,3.54,Dairy,BrandA
100000000000,2022/12/25,3,303.54,81,3.74,Dairy,BrandA
100000000000,2023/01/01,3,712.2,186,3.81,Dairy,BrandA
100000000000,2023/01/08,3,838.22,227,3.63,Dairy,BrandA
100000000000,2023/01/15,3,1311.37,356,3.61,Dairy,BrandA
100000000000,2023/01/22,3,1141.74,321,3.52,Dairy,BrandA
100000000000,2023/01/29,3,1198.14,329,3.75,Dairy,BrandA
100000000000,2023/03/05,3,661.65,180,3.77,Dairy,BrandA
100000000000,2023/03/19,3,1169.2,324,3.68,Dairy,BrandA
100000000000,2023/03/26,3,184.75,52,3.5,Dairy,BrandA
100000000000,2023/04/09,3,1175.16,314,3.77,Dairy,BrandA
100000000000,2023/04/16,3,388.52,109,3.62,Dairy,BrandA
100000000000,2023/04/30,3,784.29,216,3.73,Dairy,BrandA
100000000000,2023/05/07,3,275.45,75,3.63,Dairy,BrandA
100000000000,2023/05/14,3,901.67,259,3.53,Dairy,BrandA
100000000000,2023/05/21,3,1167.83,337,3.47,Dairy,BrandA
100000000000,2023/05/28,3,1100.21,316,3.53,Dairy,BrandA
100000000000,2023/06/04,3,517.98,139,3.72,Dairy,BrandA
100000000000,2023/06/11,3,127.67,34,3.75,Dairy,BrandA
100000000000,2023/06/18,3,997.5,267,3.79,Dairy,BrandA
100000000000,2023/06/25,3,913.34,245,3.78,Dairy,BrandA
100000000000,2023/07/02,3,50.99,15,3.47,Dairy,BrandA
100000000000,2023/07/09,3,1670.57,466,3.69,Dairy,BrandA
100000000000,2023/07/16,3,1123.28,315,3.63,Dairy,BrandA
100000000000,2023/07/23,3,1490.34,386,3.78,Dairy,BrandA
100000000000,2023/07/30,3,69.5,19,3.61,Dairy,BrandA
100000000000,2023/08/06,3,177.85,47,3.69,Dairy,BrandA
100000000000,2023/08/13,3,1022.84,272,3.76,Dairy,BrandA
100000000000,2023/08/20,3,149.99,42,3.48,Dairy,BrandA
100000000000,2023/08/27,3,690.89,197,3.48,Dairy,BrandA
100000000000,2023/09/03,3,159.08,47,3.45,Dairy,BrandA
100000000000,2023/09/17,3,1415.19,416,3.48,Dairy,BrandA
100000000000,2023/09/24,3,52.27,14,3.65,Dairy,BrandA
100000000000,2023/10/01,3,1706.76,468,3.61,Dairy,BrandA
100000000000,2023/10/08,3,801.3,234,3.46,Dairy,BrandA
100000000000,2023/10/15,3,993.25,278,3.47,Dairy,BrandA
100000000000,2023/10/22,3,1689.58,456,3.73,Dairy,BrandA
100000000000,2023/11/05,3,520.92,143,3.55,Dairy,BrandA
100000000000,2023/11/19,3,293.67,82,3.61,Dairy,BrandA
100000000000,2023/11/26,3,354.36,95,3.66,Dairy,BrandA
100000000000,2023/12/03,3,729.48,192,3.79,Dairy,BrandA
100000000000,2023/12/10,3,158.26,43,3.58,Dairy,BrandA
100000000000,2023/12/17,3,1054.83,300,3.61,Dairy,BrandA
100000000000,2023/12/24,3,1266.12,356,3.64,Dairy,BrandA
100000000000,2023/12/31,3,114.03,31,3.65,Dairy,BrandA
100000000000,2024/01/07,3,892.18,250,3.54,Dairy,BrandA
100000000000,2024/01/14,3,406.54,112,3.54,Dairy,BrandA
100000000000,2024/01/21,3,748.96,205,3.64,Dairy,BrandA
100000000000,2024/01/28,3,902.7,254,3.6,Dairy,BrandA
100000000000,2024/02/04,3,1861.79,482,3.76,Dairy,BrandA
100000000000,2024/02/18,3,1679.88,460,3.59,Dairy,BrandA
100000000000,2024/03/03,3,543.32,152,3.56,Dairy,BrandA
100000000000,2024/03/10,3,323.18,89,3.6,Dairy,BrandA
100000000000,2024/03/17,3,1482.87,396,3.64,Dairy,BrandA
100000000000,2024/03/24,3,1722.8,473,3.61,Dairy,BrandA
100000000000,2024/04/14,3,1607.16,451,3.58,Dairy,BrandA
100000000000,2024/04/21,3,1550.24,405,3.8,Dairy,BrandA
100000000000,2024/05/12,3,1509.84,430,3.58,Dairy,BrandA
100000000000,2024/05/26,3,1279.54,373,3.53,Dairy,BrandA
100000000000,2024/06/02,3,1541.06,455,3.46,Dairy,BrandA
100000000000,2024/06/23,3,1752.45,473,3.68,Dairy,BrandA
100000000000,2024/06/30,3,311.86,85,3.72,Dairy,BrandA
100000000000,2024/07/07,3,210.76,58,3.66,Dairy,BrandA
100000000000,2024/07/14,3,198.03,56,3.45,Dairy,BrandA
100000000000,2024/07/21,3,938.57,261,3.54,Dairy,BrandA
100000000000,2024/07/28,3,788.66,220,3.66,Dairy,BrandA
100000000000,2024/08/04,3,649.06,180,3.57,Dairy,BrandA
100000000000,2024/08/11,3,822.7,220,3.77,Dairy,BrandA
100000000000,2024/08/25,3,1466.39,397,3.67,Dairy,BrandA
100000000000,2024/09/01,3,489.83,140,3.57,Dairy,BrandA
100000000000,2024/09/08,3,1517.1,424,3.54,Dairy,BrandA
100000000000,2024/09/15,3,857.77,255,3.45,Dairy,BrandA
100000000000,2024/09/29,3,281.53,82,3.5,Dairy,BrandA
100000000000,2024/10/13,3,364.3,99,3.74,Dairy,BrandA
100000000000,2024/11/10,3,478.65,133,3.68,Dairy,BrandA
100000000000,2024/11/17,3,757.29,202,3.76,Dairy,BrandA
100000000000,2024/11/24,3,1116.88,289,3.76,Dairy,BrandA
100000000000,2024/12/01,3,1356.38,362,3.65,Dairy,BrandA
100000000000,2024/12/08,3,1045.51,292,3.58,Dairy,BrandA
100000000000,2024/12/15,3,585.93,162,3.67,Dairy,BrandA
100000000000,2024/12/22,3,805.5,220,3.73,Dairy,BrandA
100000000000,2022/01/02,4,625.76,176,3.66,Dairy,BrandA
100000000000,2022/01/09,4,417.94,120,3.54,Dairy,BrandA
100000000000,2022/01/23,4,1002.78,257,3.8,Dairy,BrandA
100000000000,2022/02/06,4,781.68,230,3.45,Dairy,BrandA
100000000000,2022/02/13,4,1077.75,302,3.5,Dairy,BrandA
100000000000,2022/02/20,4,1064.64,293,3.63,Dairy,BrandA
100000000000,2022/03/06,4,1278.86,338,3.81,Dairy,BrandA
100000000000,2022/03/13,4,78.98,21,3.66,Dairy,BrandA
100000000000,2022/03/20,4,1175.53,323,3.62,Dairy,BrandA
100000000000,2022/03/27,4,514.28,137,3.75,Dairy,BrandA
100000000000,2022/04/03,4,1345.11,361,3.72,Dairy,BrandA
100000000000,2022/04/10,4,977.92,270,3.73,Dairy,BrandA
100000000000,2022/04/17,4,428.27,122,3.49,Dairy,BrandA
100000000000,2022/04/24,4,586.65,172,3.46,Dairy,BrandA
100000000000,2022/05/01,4,1727.13,463,3.68,Dairy,BrandA
100000000000,2022/05/15,4,1468.62,390,3.68,Dairy,BrandA
100000000000,2022/05/22,4,507.14,140,3.55,Dairy,BrandA
100000000000,2022/05/29,4,1247.95,363,3.47,Dairy,BrandA
